term,aliases,category,tags,note,source,version
闪光灯寿命测试,LED闪光灯寿命;Flash LED Life Test,TestCase,可靠性;影像相关;测试验证;耐久性,连接充电器充电，闪光灯频率20-30次/min功能机24h智能机48h，手电灯持续点亮96h，酷炫LED灯效持续120h。闪光灯酷炫LED功能正常无发光不均偏暗，拍照无变色，对比参考样机亮度,dictionary_v1,2025-09-28
CAM对焦马达寿命测试,摄像头对焦马达寿命;Camera Focus Motor Life,TestCase,可靠性;影像相关;测试验证;耐久性,安装labtesttool.APK，固定于点击试验台连接充电器，两点切换对焦距离10cm和35cm，1万次。对焦马达工作正常样机功能正常,dictionary_v1,2025-09-28
充电曲线测试,充电性能测试;Charging Curve Test,TestCase,功能验证;性能测试;用户体验;电气性能,恢复出厂设置安装testtool，拨号*#9646633#打开LOG，放电至自动关机静置30min。开关机各一台标配充电器数据线连续充电至截止，关机用power-z导出数据，开机用apk记录。25℃和35℃环境测试，35℃只测开机状态关注充电时长,dictionary_v1,2025-09-28
放电曲线测试,电池续航测试;Discharge Curve Test,TestCase,功能验证;性能测试;用户体验;电气性能,室温25±10℃湿度25-75%，开启飞行模式关闭自动调节亮度调到最大关闭省电模式，安装labtesttool。曲线不能间断，截止电量不超过1%，放电曲线任一段不得超出参考线2的±10%范围,dictionary_v1,2025-09-28
低温放电曲线测试,低温续航测试;Low Temperature Discharge,TestCase,功能验证;性能测试;环境应力;电气性能,-10±1℃环境，开启飞行模式亮度调到最低关闭省电模式，安装运行跑机APK和电池Logger。曲线不能间断，截止电量不超过1%，放电曲线任一段不得超出直线±10%范围,dictionary_v1,2025-09-28
电量精确度测试,电量显示精度;Battery Level Accuracy,TestCase,性能测试;用户体验;电气性能;软件相关,功能正常，1台样机电量90±2%另1台10±2%，记录试验前电量后开关机3次每次间隔1min。每次开关机前后电量差异不超2%,dictionary_v1,2025-09-28
OTG输出确认测试,OTG充电性能;OTG Output Test,TestCase,功能验证;性能测试;用户体验;电气性能,程控电源设置测试样机电池电压4.2-3.7V，通过电流表确认输出到被充电样机的电压电流值。输出样机电池电压≥3.7V时，OTG充电电流300-500mA、电压≥4.75V,dictionary_v1,2025-09-28
OTG反向充电测试,OTG逆向充电;OTG Reverse Charging,TestCase,功能验证;性能测试;用户体验;电气性能,OTG样机电量30±5%（反向快充10W样机60%），被充电样机电量0开始连接充至OTG样机电流为0。OTG反向充电电流300-500mA电压≥4.75V，停止时OTG样机电量5±1%。充电宝手机最大输出5V/1A电流900-1100mA，反向快充10W样机60%→40%过程输出功率≥8W,dictionary_v1,2025-09-28
OTG反向充电CTC测试,CTC充电性能;CTC Reverse Charging,TestCase,功能验证;性能测试;用户体验;电气性能,CTC样机电量45±5%，被充电样机电量0开始连接充至CTC电流为0。输出样机电量≥30%且打开大电流开关，输入样机支持快充电流≥1A(5W)或1.8A(10W)不支持快充≤500mA。电量<30%或电池温度≥45℃时大电流自动关闭≤500mA，停止时CTC样机电量0±1%,dictionary_v1,2025-09-28
NTC功能检测,温度保护测试;NTC Protection Test,TestCase,保护功能;可靠性;安全性;热管理,样机在低温关机温度点（-20℃）起始电量90%以上，其他温度点50±2%。环境箱按要求设置温度，根据不同温度区间预警提示设置相应温度点。低温测试需区分普通电池、-10℃充电、-20℃充电,dictionary_v1,2025-09-28
连续通话测试,通话稳定性;Continuous Call Test,TestCase,可靠性;性能测试;用户体验;通信功能,准备2台样机安装LabTestTool，插入开通短号的通话SIM卡，拨通后连接充电器充电96h。每天上午下午晚上巡查确认通话状况，每24h检查电声器件功能。连续通话≥1h（1小时内不能断线），送受话回音功能无异常,dictionary_v1,2025-09-28
功耗测试,电流消耗测试;Power Consumption Test,TestCase,性能测试;用户体验;电气性能;节能设计,假电池连接程控电源测试各场景电流值。通话1张耦合卡，其余状态插满SIM白卡T卡。智能机测试WCDMA、4G最大功率通话灭屏。依实验室整机功耗标准判定，试验前后对比待机≤2mA GSM900耦合通话PCL5≤10%,dictionary_v1,2025-09-28
OTA暗室天线测试,天线性能测试;OTA Antenna Test,TestCase,信号质量;射频相关;性能测试;通信功能,功能正常装入耦合卡，暗室每周金机校准，测量GSM900 CH62、GSM1800 CH698、WCDMA2100_B1 CH9750、FDD_B7 CH3100、FDD_B20 CH6300、TDD_B40 CH39150信道TRP TIS。智能机试验前后TRP TIS差值<3dBm,dictionary_v1,2025-09-28
FM对比测试,FM收音性能;FM Radio Test,TestCase,射频相关;性能测试;用户体验;通信功能,开机状态分插耳机和不插耳机，和标准机同地点时间对比收台多少和清晰度。有效台数不少于对比机3个,dictionary_v1,2025-09-28
蓝牙试验,蓝牙性能测试;Bluetooth Test,TestCase,性能测试;无线连接;用户体验;通信功能,蓝牙耳机连接样机放置桌面手不握住，两台同型号手机连接，用蓝牙耳机收听音乐通话，同型号手机不隔墙8m互传5MB图片。大于8m连接，收听音乐通话无断续，传输5MB图片≤60s,dictionary_v1,2025-09-28
WIFI试验,无线网络测试;WiFi Test,TestCase,性能测试;无线连接;用户体验;通信功能,根据样机平台选择对应对比机，10m无障碍空间及有隔墙空间查看可搜索WiFi热点数，使用测试网速APK测试网速，面向路由器中间无其他障碍物。WiFi正常连接，热点数≥对比机80%，网速≥对比机80%,dictionary_v1,2025-09-28
音频电压测试,音频功率测试;Audio Voltage Test,TestCase,声学;性能测试;用户体验;电气性能,喇叭听筒功能正常天线信号正常FM搜台正常，示波器测试各测试模式下喇叭听筒工作电压，保持电池电量90%以上。根据音频电压参考标准判定，电压要小于喇叭听筒额定功率下电压值（智能功放不做此测试）,dictionary_v1,2025-09-28
GPS试验,定位性能测试;GPS Test,TestCase,功能验证;性能测试;用户体验;通信功能,使用对比机，电量90%以上，安装高德地图APK。MTK平台输入*#9646633#打开YGPS，展讯平台输入*##2266##*进入SGPS。户外空旷环境运行5-10min测试静态搜星个数和SNR载噪比，数据网络环境用高德地图导航包括各种路况。MTK平台6颗卫星SNR38dB以上，展讯平台搜星数≥对比机80%，动态飘移距离≤60m,dictionary_v1,2025-09-28
漏电试验,安全漏电测试;Leakage Current Test,TestCase,安全性;用户安全;电气性能;质量控制,开机充电状态，万用表调至μA档AC交流电模式，负极接大地正极依次接触手机外壳金属部位。听筒金属网和金属装饰件位置、正面金属边框漏电≤AC10μA，其余金属部位≤AC100μA,dictionary_v1,2025-09-28
0V充电内置电池测试,过放恢复测试;Zero Voltage Charging Internal,TestCase,保护功能;性能测试;用户体验;电气性能,在Vbat GND测试点引线，程控电源连接设置2V放电至电流≤3mA。过放后连接标配充电器数据线，支持Power path显示第一生命≤5s不支持只记录时间，充电至可开机≤10min,dictionary_v1,2025-09-28
0V充电外置电池测试,过放恢复测试;Zero Voltage Charging External,TestCase,保护功能;性能测试;用户体验;电气性能,选取标配新电池，连接水泥电阻2.5Ω放电12h，连接标配充电器正常充电。过放后充电显示第一生命支持Power path≤5s不支持记录时间，充电至可开机≤10min,dictionary_v1,2025-09-28
OVP试验普充,过压保护测试;OVP Test Normal Charging,TestCase,保护功能;可靠性;安全性;电气性能,开机状态程控电源充电，按标准电压开始每增加0.5V为一个测试级，检查停止充电时电压值。5W-10W充电项目6.5V±0.2V时停止充电，试验后重新开机过程正常,dictionary_v1,2025-09-28
OVP试验快充,过压保护测试;OVP Test Fast Charging,TestCase,保护功能;可靠性;安全性;电气性能,开机状态程控电源充电，按标准电压开始每增加0.5V测试级检查停止充电电压。18W项目10.5V±0.5V停止，25W-68W项目11±0.5V停止，120W-180W项目20.8V±0.5V停止，试验后重新开机正常,dictionary_v1,2025-09-28
直流耐压测试,绝缘耐压测试;DC Withstand Voltage,TestCase,可靠性;安全性;电气性能;绝缘性能,程控电源电压12V（印度市场/快充方案24V），数据线连接程控电源给样机充电30min。试验过程程控电源输出电流变化量不大于10mA，试验前后关机漏电流≤1mA重新开机正常能正常充电,dictionary_v1,2025-09-28
常温温升测试,发热测试;Temperature Rise Test,TestCase,安全性;性能测试;热管理;用户体验,室温25±1℃，样机初始温度25±1℃无对流风悬空5cm以上。依各测试场景温升标准判定，按产品分类和对应市场标准判定。差异化标准：J代项目快充充电灭屏场景普通充电模式，带三档充电功能B标项目按A标准判定,dictionary_v1,2025-09-28
高温温升35℃测试,高温发热测试;High Temperature Rise 35°C,TestCase,安全性;性能测试;热管理;用户体验,不充电场景电池起始电量>60%，恒温箱35±1℃，样机初始温度35±1℃，试验前样机在恒温箱夹具或三脚架静置15-30min保证达到起测温度。依各测试场景温升标准判定，差异化标准同常温温升,dictionary_v1,2025-09-28
高温温升40℃测试,高温发热测试;High Temperature Rise 40°C,TestCase,安全性;性能测试;热管理;用户体验,不充电场景电池起始电量>60%，恒温箱40±1℃，样机初始温度40±1℃，试验前样机静置15-30min保证达到起测温度。依各测试场景温升标准判定，差异化标准同常温温升,dictionary_v1,2025-09-28
LCD性能测试,屏幕性能测试;LCD Performance Test,TestCase,光学性能;性能测试;显示相关;用户体验,CA-410测试仪测量LCD性能指标，测试9次。测试数据包括亮度、亮度均匀性、色坐标、色域覆盖率、flicker、对比度、白色最小亮度，参考标准对照表判定,dictionary_v1,2025-09-28
灯箱拍照测试,摄像头性能测试;Light Box Camera Test,TestCase,光学性能;影像相关;性能测试;用户体验,摄像头测试灯箱中切换不同背景灯，每个灯光环境拍照，与灯光距离50cm，分前后摄打开关闭闪光灯4种状态各拍3张。成像效果正常无严重发白偏色现象,dictionary_v1,2025-09-28
射频干扰测试,RF干扰测试;RF Interference Test,TestCase,可靠性;射频相关;电磁兼容;通信功能,样机与综测仪建立通话，检测拍照来电干扰、mic-听筒回路、耳机回路、铁棒干扰、按键/触摸屏干扰、内部电子料干扰下样机状态。按键/触摸屏干扰测试10遍其余测试1遍。不能出现关机LCD显示条纹无声/杂音/断续音按键失灵触摸异常/跳点，内部电子料干扰耦合功率差前后对比≤3dBm,dictionary_v1,2025-09-28
响应时间测试,系统响应测试;Response Time Test,TestCase,性能测试;用户体验;系统稳定性;软件相关,恢复出厂时间从点击按钮到主界面亮起，重启亮屏时间从点击重启到第一响应特征，开机时间从按电源键第一响应特征到语言选择界面，关机时间从确认关机到振动完成。恢复出厂≤240s，重启亮屏S/A标≤40s B标≤55s，开机S/A标≤30s B标≤45s，关机≤5s,dictionary_v1,2025-09-28
重复开关机测试,开关机稳定性;Power Cycle Test,TestCase,可靠性;系统稳定性;耐久性;软件相关,开机状态电量100%亮度音量最大，50±2℃/80%RH环境放置2h。功能机和外置电池智能机：方式一按电源键开机到桌面识别SIM卡后拔电池关机50次，方式二按电源键开机出现logo时拔电池关机50次。开关机过程正常存储信息无丢失无其他功能异常,dictionary_v1,2025-09-28
充电器适配测试,充电兼容性测试;Charger Compatibility,TestCase,兼容性;安全性;性能测试;电气性能,充电器与数据线对标配手机（电量20%以下）开机充电/关机充电，观察充电电压波形和充电情况1分钟。充电电压正常波形平稳，手机充电图标显示正常无断充闪烁异常,dictionary_v1,2025-09-28
传感器试验,传感器功能测试;Sensor Test,TestCase,人机交互;功能验证;智能化;用户体验,确认样机是否有光照距离传感功能，传感器位置涂抹汗液pH 4.0，用手遮挡传感器反复操作50次，涂汗液和遮挡过程记1次，速度4-5秒/次。不能出现传感器失灵光距感值不为0无法点亮屏幕或不灭屏界面卡顿闪烁,dictionary_v1,2025-09-28
按键卡死测试,按键卡滞测试;Key Stuck Test,TestCase,人机交互;可靠性;用户体验;设计验证,样机关机状态，用力压住按键向四周推尽量使按键卡死在周边，每个按键测试2次。按键不会卡死无失灵轻失或手感差等不良现象,dictionary_v1,2025-09-28
logo防护测试,标识耐磨测试;Logo Protection Test,TestCase,外观质量;用户体验;耐久性;表面处理,去除logo保护膜，logo面置于400目砂纸上，样机上放置500g砝码（itel A系列400g），手推动样机水平直线运动行程5cm往返10次。logo任何部位不允许磨损（logo指所有字体和图案）,dictionary_v1,2025-09-28
接口误插测试,接口容错测试;Interface Misuse Test,TestCase,人机交互;可靠性;用户体验;设计验证,整机开机状态，模拟各种接口误插情况，用样机每个插头依次测试每个接口。不能导致接口功能失灵,dictionary_v1,2025-09-28
粗心取卡测试,误操作取卡测试;Careless Card Removal,TestCase,人机交互;可靠性;用户体验;设计验证,选取长度>1cm卡针，从卡托小孔上/下MIC孔用力插入不同方向直至无法再插入，插入一个角度检查功能正常再其他角度继续，5次。无功能异常结构器件无破损，观察MIC孔内部对应屏位置是否有损伤，检查上下MIC功能异常,dictionary_v1,2025-09-28
电池盖误操作测试,电池盖错误安装;Battery Cover Misuse,TestCase,人机交互;可靠性;用户体验;设计验证,针对外置电池盖机型，模拟错误装取电池盖方式：1）反装，2）硬插，装取10次。外置电池盖反装不得完全装入，结构件不能损坏,dictionary_v1,2025-09-28
